               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 118,            0.037156,             0.13359,           0.0043552,             0.60945,             0.71002,             0.69051,             0.32093,            0.043855,             0.13534,            0.010917,           0.0070243,           0.0070243,           0.0070243
                 119,            0.037112,             0.13388,           0.0042712,             0.58645,             0.65848,             0.62997,             0.33356,            0.040902,             0.13539,            0.013865,           0.0069799,           0.0069799,           0.0069799
                 120,            0.037066,             0.13224,            0.004303,             0.69573,             0.68143,             0.71425,             0.31502,            0.047617,             0.13111,           0.0097025,           0.0069353,           0.0069353,           0.0069353
                 121,            0.036877,             0.13115,           0.0042443,             0.65699,             0.72998,              0.7095,             0.37123,            0.041595,             0.13101,            0.010094,           0.0068906,           0.0068906,           0.0068906
                 122,            0.037125,              0.1334,           0.0043101,              0.6325,             0.64144,             0.64495,             0.32567,            0.044648,             0.13312,            0.013404,           0.0068457,           0.0068457,           0.0068457
                 123,            0.037932,             0.13488,           0.0042643,             0.63892,              0.6758,             0.67866,             0.34834,             0.04372,             0.13412,            0.014383,           0.0068006,           0.0068006,           0.0068006
                 124,            0.037516,             0.13321,           0.0043909,             0.56026,             0.68563,             0.63387,             0.30542,            0.043881,             0.13384,            0.015244,           0.0067555,           0.0067555,           0.0067555
                 125,            0.036402,             0.13299,           0.0042954,             0.63526,             0.63497,             0.64472,             0.28048,            0.052072,             0.13987,            0.010539,           0.0067101,           0.0067101,           0.0067101
                 126,            0.037007,              0.1326,           0.0042469,             0.65767,             0.67197,             0.68091,             0.32119,            0.046479,             0.13758,           0.0092688,           0.0066647,           0.0066647,           0.0066647
                 127,            0.036534,             0.13039,           0.0043581,             0.60825,             0.68423,             0.67005,             0.36631,             0.04207,             0.13324,            0.012324,           0.0066191,           0.0066191,           0.0066191
                 128,            0.036817,             0.13286,           0.0041475,             0.62143,             0.66465,             0.65299,             0.27372,            0.049684,             0.13621,            0.011702,           0.0065734,           0.0065734,           0.0065734
                 129,            0.036435,             0.13015,            0.004476,             0.60882,             0.63518,             0.61575,              0.3369,            0.040725,             0.13626,            0.016029,           0.0065276,           0.0065276,           0.0065276
                 130,            0.036256,             0.12821,           0.0041947,             0.63804,             0.68201,             0.70066,              0.3855,            0.042544,             0.13094,            0.010746,           0.0064816,           0.0064816,           0.0064816
                 131,            0.036518,              0.1323,           0.0042123,             0.66275,             0.64038,             0.66837,             0.32105,            0.047016,             0.13411,            0.010978,           0.0064356,           0.0064356,           0.0064356
                 132,            0.036991,              0.1329,           0.0041639,             0.61225,             0.68047,             0.64509,             0.33325,            0.042152,             0.13719,            0.014968,           0.0063895,           0.0063895,           0.0063895
                 133,             0.03656,              0.1317,           0.0042556,             0.66991,              0.6821,             0.69156,             0.40774,            0.038342,             0.12842,            0.012973,           0.0063432,           0.0063432,           0.0063432
                 134,            0.035917,             0.13136,           0.0038744,             0.61444,             0.62289,             0.62807,             0.32531,            0.047419,              0.1418,            0.013242,           0.0062969,           0.0062969,           0.0062969
                 135,            0.036512,             0.13196,            0.004197,             0.62513,               0.755,              0.7271,             0.38767,            0.042441,             0.13157,           0.0095266,           0.0062505,           0.0062505,           0.0062505
                 136,            0.035879,             0.12955,           0.0039176,             0.66811,             0.63603,             0.66972,             0.32585,            0.046895,             0.13638,            0.011411,            0.006204,            0.006204,            0.006204
                 137,            0.035986,             0.13371,           0.0042458,             0.68894,             0.71611,             0.73359,             0.39861,              0.0406,               0.133,           0.0099733,           0.0061574,           0.0061574,           0.0061574
                 138,            0.036617,             0.13028,           0.0039578,             0.63311,             0.71541,             0.70813,             0.36727,            0.043616,             0.13331,            0.010222,           0.0061107,           0.0061107,           0.0061107
                 139,            0.035853,             0.13016,           0.0039357,             0.64018,             0.69714,              0.6921,              0.3633,            0.042538,              0.1397,           0.0096315,            0.006064,            0.006064,            0.006064
                 140,            0.035709,             0.12673,           0.0037863,             0.65018,             0.71676,             0.72752,             0.39213,            0.043159,             0.13397,            0.009245,           0.0060172,           0.0060172,           0.0060172
                 141,            0.035651,             0.13168,           0.0038681,             0.69059,             0.70145,             0.72851,             0.33233,            0.047841,              0.1367,           0.0079843,           0.0059704,           0.0059704,           0.0059704
