               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 142,            0.031017,             0.11531,            0.003721,             0.56944,              0.6395,             0.64208,             0.30403,            0.045609,             0.13315,             0.01086,           0.0027981,           0.0027981,           0.0027981
                 143,            0.030493,             0.11451,           0.0032989,             0.55651,             0.64355,             0.64128,             0.31117,            0.044643,             0.13324,             0.01284,           0.0027419,           0.0027419,           0.0027419
                 144,            0.030779,             0.11357,           0.0034401,             0.59096,             0.65986,             0.65239,             0.31141,            0.044688,             0.12681,            0.010309,           0.0026864,           0.0026864,           0.0026864
                 145,            0.030573,             0.11775,           0.0032938,             0.61947,             0.61504,             0.63879,             0.31873,            0.043988,             0.12413,            0.011417,           0.0026316,           0.0026316,           0.0026316
                 146,            0.030704,             0.11374,           0.0032416,             0.67271,             0.62664,              0.6642,             0.34141,            0.043515,             0.12386,            0.010062,           0.0025775,           0.0025775,           0.0025775
                 147,            0.030425,             0.11293,           0.0033151,             0.54977,             0.68692,             0.66113,             0.36455,            0.041857,             0.12727,           0.0087763,           0.0025241,           0.0025241,           0.0025241
                 148,             0.03059,             0.11637,           0.0032996,             0.68796,             0.56782,             0.65226,             0.35294,            0.043234,             0.13049,           0.0096829,           0.0024714,           0.0024714,           0.0024714
                 149,            0.030237,             0.11336,           0.0033441,             0.60067,              0.6028,             0.62693,              0.3342,            0.045537,             0.14003,            0.010287,           0.0024195,           0.0024195,           0.0024195
                 150,            0.029997,             0.11103,           0.0034152,             0.62819,             0.64227,             0.65923,             0.37995,            0.041374,             0.13191,           0.0095556,           0.0023684,           0.0023684,           0.0023684
                 151,             0.03033,             0.11431,           0.0032796,             0.55031,             0.66234,             0.62512,             0.31033,            0.045562,             0.13382,            0.009291,            0.002318,            0.002318,            0.002318
                 152,            0.030287,             0.11303,           0.0030991,             0.57614,             0.68467,             0.67025,             0.37261,            0.041616,             0.13071,           0.0096237,           0.0022684,           0.0022684,           0.0022684
                 153,            0.030325,             0.11377,            0.003296,             0.66886,             0.62634,              0.6837,             0.34752,            0.042362,             0.12432,           0.0091593,           0.0022196,           0.0022196,           0.0022196
                 154,            0.030261,             0.11409,            0.003211,             0.73057,             0.54889,             0.63545,             0.30569,            0.046581,             0.13716,            0.011776,           0.0021717,           0.0021717,           0.0021717
                 155,            0.029744,             0.11047,           0.0031148,             0.57529,             0.65304,             0.65594,             0.29974,            0.048091,             0.13695,            0.011063,           0.0021245,           0.0021245,           0.0021245
